Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,iso_alpha,text
"
North America
",11967725,7395.0,362361.0,570.0,7823233.0,5535.0,3782131.0,21991.0,0.0,0.0,0.0,0.0,0.0,North America,North America<br>Active Cases 3782131<br>Total Deaths 362361
"
Asia
",14245057,9068.0,252439.0,69.0,12714098.0,6918.0,1278520.0,22853.0,0.0,0.0,0.0,0.0,0.0,Asia,Asia<br>Active Cases 1278520<br>Total Deaths 252439
"
South America
",9924296,142.0,301020.0,13.0,8879872.0,513.0,743404.0,17774.0,0.0,0.0,0.0,0.0,0.0,South America,South America<br>Active Cases 743404<br>Total Deaths 301020
"
Europe
",11641137,19449.0,287675.0,375.0,4257469.0,9311.0,7095993.0,25828.0,0.0,0.0,0.0,0.0,0.0,Europe,Europe<br>Active Cases 7095993<br>Total Deaths 287675
"
Africa
",1866079,0.0,44540.0,0.0,1560777.0,0.0,260762.0,2423.0,0.0,0.0,0.0,0.0,0.0,Africa,Africa<br>Active Cases 260762<br>Total Deaths 44540
"
Oceania
",40296,7.0,980.0,0.0,32829.0,10.0,6487.0,26.0,0.0,0.0,0.0,0.0,0.0,Oceania,Oceania<br>Active Cases 6487<br>Total Deaths 980
"

",721,0.0,15.0,0.0,659.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,,<br>Active Cases 47<br>Total Deaths 15
Jamaica,9426,0.0,218.0,0.0,4801.0,0.0,4407.0,6.0,3178.0,74.0,99574.0,33575.0,2965719.0,JAM,Jamaica<br>Active Cases 4407<br>Total Deaths 218
Cabo Verde,9224,0.0,100.0,0.0,8363.0,0.0,761.0,23.0,16528.0,179.0,94729.0,169735.0,558098.0,CPV,Cabo Verde<br>Active Cases 761<br>Total Deaths 100
Haiti,9127,0.0,232.0,0.0,7618.0,0.0,1277.0,0.0,797.0,20.0,33073.0,2888.0,11451037.0,HTI,Haiti<br>Active Cases 1277<br>Total Deaths 232
Gabon,9022,0.0,55.0,0.0,8878.0,0.0,89.0,10.0,4021.0,25.0,254291.0,113330.0,2243801.0,GAB,Gabon<br>Active Cases 89<br>Total Deaths 55
Zimbabwe,8471,0.0,250.0,0.0,7983.0,0.0,238.0,0.0,567.0,17.0,166266.0,11130.0,14938212.0,ZWE,Zimbabwe<br>Active Cases 238<br>Total Deaths 250
Guadeloupe,7903,0.0,133.0,0.0,2242.0,0.0,5528.0,19.0,19750.0,332.0,70195.0,175423.0,400148.0,GLP,Guadeloupe<br>Active Cases 5528<br>Total Deaths 133
Botswana,7835,0.0,27.0,0.0,5534.0,0.0,2274.0,1.0,3309.0,11.0,330611.0,139614.0,2368033.0,BWA,Botswana<br>Active Cases 2274<br>Total Deaths 27
Mauritania,7804,0.0,165.0,0.0,7469.0,0.0,170.0,3.0,1663.0,35.0,89940.0,19171.0,4691554.0,MRT,Mauritania<br>Active Cases 170<br>Total Deaths 165
Latvia,7476,0.0,95.0,0.0,1444.0,0.0,5937.0,10.0,3979.0,51.0,487554.0,259513.0,1878730.0,LVA,Latvia<br>Active Cases 5937<br>Total Deaths 95
Cuba,7228,0.0,130.0,0.0,6542.0,0.0,556.0,6.0,638.0,11.0,891877.0,78759.0,11324167.0,CUB,Cuba<br>Active Cases 556<br>Total Deaths 130
Malta,6893,0.0,73.0,0.0,4832.0,0.0,1988.0,15.0,15597.0,165.0,355515.0,804409.0,441958.0,MLT,Malta<br>Active Cases 1988<br>Total Deaths 73
Bahamas,6882,0.0,150.0,0.0,4779.0,0.0,1953.0,7.0,17442.0,380.0,37092.0,94009.0,394559.0,BHS,Bahamas<br>Active Cases 1953<br>Total Deaths 150
Réunion,6264,0.0,27.0,0.0,5380.0,0.0,857.0,14.0,6979.0,30.0,35419.0,39462.0,897555.0,REU,Réunion<br>Active Cases 857<br>Total Deaths 27
Syria,6102,0.0,309.0,0.0,2254.0,0.0,3539.0,0.0,346.0,18.0,0.0,0.0,17646773.0,SYR,Syria<br>Active Cases 3539<br>Total Deaths 309
Eswatini,5976,0.0,117.0,0.0,5704.0,0.0,155.0,9.0,5132.0,100.0,54637.0,46924.0,1164365.0,SWZ,Eswatini<br>Active Cases 155<br>Total Deaths 117
Malawi,5942,0.0,184.0,0.0,5346.0,0.0,412.0,4.0,308.0,10.0,65355.0,3386.0,19299505.0,MWI,Malawi<br>Active Cases 412<br>Total Deaths 184
Trinidad and Tobago,5798,0.0,111.0,0.0,5084.0,0.0,603.0,14.0,4138.0,79.0,33861.0,24168.0,1401086.0,TTO,Trinidad and Tobago<br>Active Cases 603<br>Total Deaths 111
Estonia,5705,0.0,73.0,0.0,4103.0,0.0,1529.0,2.0,4300.0,55.0,273669.0,206255.0,1326851.0,EST,Estonia<br>Active Cases 1529<br>Total Deaths 73
Djibouti,5604,0.0,61.0,0.0,5481.0,0.0,62.0,0.0,5644.0,61.0,86455.0,87064.0,993000.0,DJI,Djibouti<br>Active Cases 62<br>Total Deaths 61
Nicaragua,5591,0.0,157.0,0.0,4225.0,0.0,1209.0,0.0,840.0,24.0,0.0,0.0,6652069.0,NIC,Nicaragua<br>Active Cases 1209<br>Total Deaths 157
Cyprus,5557,0.0,27.0,0.0,1882.0,0.0,3648.0,7.0,4591.0,22.0,498638.0,411946.0,1210444.0,CYP,Cyprus<br>Active Cases 3648<br>Total Deaths 27
Congo,5379,0.0,92.0,0.0,3887.0,0.0,1400.0,0.0,967.0,17.0,0.0,0.0,5564749.0,COG,Congo<br>Active Cases 1400<br>Total Deaths 92
Hong Kong,5362,0.0,107.0,0.0,5131.0,0.0,124.0,8.0,713.0,14.0,3753969.0,499310.0,7518311.0,HKG,Hong Kong<br>Active Cases 124<br>Total Deaths 107
Suriname,5227,0.0,112.0,0.0,5102.0,0.0,13.0,6.0,8882.0,190.0,19613.0,33329.0,588473.0,SUR,Suriname<br>Active Cases 13<br>Total Deaths 112
Rwanda,5208,0.0,36.0,0.0,4953.0,0.0,219.0,0.0,399.0,3.0,566009.0,43331.0,13062496.0,RWA,Rwanda<br>Active Cases 219<br>Total Deaths 36
Andorra,5135,0.0,75.0,0.0,3858.0,0.0,1202.0,22.0,66422.0,970.0,146308.0,1892509.0,77309.0,AND,Andorra<br>Active Cases 1202<br>Total Deaths 75
Equatorial Guinea,5092,0.0,85.0,0.0,4968.0,0.0,39.0,2.0,3589.0,60.0,66600.0,46946.0,1418648.0,GNQ,Equatorial Guinea<br>Active Cases 39<br>Total Deaths 85
Iceland,5039,0.0,18.0,0.0,4286.0,0.0,735.0,4.0,14733.0,53.0,363854.0,1063835.0,342021.0,ISL,Iceland<br>Active Cases 735<br>Total Deaths 18
CAR,4866,0.0,62.0,0.0,1924.0,0.0,2880.0,2.0,1001.0,13.0,32711.0,6732.0,4858885.0,CAR,CAR<br>Active Cases 2880<br>Total Deaths 62
Aruba,4578,0.0,39.0,0.0,4367.0,0.0,172.0,4.0,42815.0,365.0,41437.0,387530.0,106926.0,ABW,Aruba<br>Active Cases 172<br>Total Deaths 39
Mayotte,4550,0.0,45.0,0.0,2964.0,0.0,1541.0,6.0,16541.0,164.0,15781.0,57369.0,275078.0,MYT,Mayotte<br>Active Cases 1541<br>Total Deaths 45
Guyana,4457,0.0,133.0,0.0,3467.0,0.0,857.0,11.0,5657.0,169.0,21372.0,27126.0,787888.0,GUY,Guyana<br>Active Cases 857<br>Total Deaths 133
Somalia,4229,0.0,107.0,0.0,3247.0,0.0,875.0,0.0,264.0,7.0,0.0,0.0,16044898.0,SOM,Somalia<br>Active Cases 875<br>Total Deaths 107
Martinique,4215,0.0,33.0,0.0,98.0,0.0,4084.0,16.0,11235.0,88.0,54161.0,144367.0,375162.0,MTQ,Martinique<br>Active Cases 4084<br>Total Deaths 33
Belize,4016,39.0,67.0,1.0,2330.0,7.0,1619.0,2.0,10037.0,167.0,24514.0,61265.0,400129.0,BLZ,Belize<br>Active Cases 1619<br>Total Deaths 67
Thailand,3830,12.0,60.0,0.0,3644.0,5.0,126.0,1.0,55.0,0.9,977854.0,13997.0,69861797.0,THA,Thailand<br>Active Cases 126<br>Total Deaths 60
Gambia,3684,0.0,121.0,0.0,3527.0,0.0,36.0,0.0,1510.0,50.0,21708.0,8897.0,2439886.0,GMB,Gambia<br>Active Cases 36<br>Total Deaths 121
Mali,3657,0.0,137.0,0.0,2817.0,0.0,703.0,0.0,179.0,7.0,79483.0,3887.0,20450117.0,MLI,Mali<br>Active Cases 703<br>Total Deaths 137
Uruguay,3370,0.0,61.0,0.0,2853.0,0.0,456.0,6.0,969.0,18.0,337189.0,96950.0,3477975.0,URY,Uruguay<br>Active Cases 456<br>Total Deaths 61
South Sudan,2943,0.0,59.0,0.0,1290.0,0.0,1594.0,0.0,262.0,5.0,12044.0,1072.0,11239550.0,SSD,South Sudan<br>Active Cases 1594<br>Total Deaths 59
Benin,2745,0.0,43.0,0.0,2466.0,0.0,236.0,0.0,224.0,4.0,259047.0,21178.0,12232065.0,BEN,Benin<br>Active Cases 236<br>Total Deaths 43
Burkina Faso,2562,0.0,67.0,0.0,2366.0,0.0,129.0,0.0,121.0,3.0,0.0,0.0,21099466.0,BFA,Burkina Faso<br>Active Cases 129<br>Total Deaths 67
Togo,2460,0.0,57.0,0.0,1720.0,0.0,683.0,0.0,295.0,7.0,125867.0,15082.0,8345485.0,TGO,Togo<br>Active Cases 683<br>Total Deaths 57
Guinea-Bissau,2414,0.0,42.0,0.0,1862.0,0.0,510.0,5.0,1217.0,21.0,0.0,0.0,1984001.0,GNB,Guinea-Bissau<br>Active Cases 510<br>Total Deaths 42
Sierra Leone,2373,0.0,74.0,0.0,1807.0,0.0,492.0,0.0,295.0,9.0,0.0,0.0,8033022.0,SLE,Sierra Leone<br>Active Cases 492<br>Total Deaths 74
Yemen,2067,0.0,602.0,0.0,1375.0,0.0,90.0,0.0,69.0,20.0,16658.0,554.0,30052399.0,YEM,Yemen<br>Active Cases 90<br>Total Deaths 602
New Zealand,1976,2.0,25.0,0.0,1908.0,3.0,43.0,0.0,395.0,5.0,1132820.0,226469.0,5002100.0,NZL,New Zealand<br>Active Cases 43<br>Total Deaths 25
Lesotho,1967,0.0,44.0,0.0,1024.0,0.0,899.0,0.0,916.0,20.0,23241.0,10819.0,2148206.0,LSO,Lesotho<br>Active Cases 899<br>Total Deaths 44
Chad,1538,0.0,99.0,0.0,1362.0,0.0,77.0,0.0,93.0,6.0,0.0,0.0,16586924.0,TCD,Chad<br>Active Cases 77<br>Total Deaths 99
Liberia,1442,0.0,82.0,0.0,1310.0,0.0,50.0,2.0,283.0,16.0,30332.0,5949.0,5098579.0,LBR,Liberia<br>Active Cases 50<br>Total Deaths 82
Niger,1230,0.0,69.0,0.0,1143.0,0.0,18.0,9.0,50.0,3.0,37896.0,1547.0,24503036.0,NER,Niger<br>Active Cases 18<br>Total Deaths 69
Vietnam,1212,0.0,35.0,0.0,1070.0,0.0,107.0,0.0,12.0,0.4,1246480.0,12765.0,97645395.0,VNM,Vietnam<br>Active Cases 107<br>Total Deaths 35
Curaçao,1053,0.0,2.0,0.0,783.0,0.0,268.0,7.0,6408.0,12.0,13978.0,85061.0,164329.0,CUW,Curaçao<br>Active Cases 268<br>Total Deaths 2
San Marino,1043,0.0,42.0,0.0,754.0,0.0,247.0,2.0,30716.0,1237.0,11257.0,331517.0,33956.0,SMR,San Marino<br>Active Cases 247<br>Total Deaths 42
Sao Tome and Principe,960,0.0,16.0,0.0,910.0,0.0,34.0,0.0,4352.0,73.0,6484.0,29397.0,220568.0,STP,Sao Tome and Principe<br>Active Cases 34<br>Total Deaths 16
Channel Islands,921,0.0,48.0,0.0,751.0,0.0,122.0,10.0,5280.0,275.0,165849.0,950838.0,174424.0,Channel Islands,Channel Islands<br>Active Cases 122<br>Total Deaths 48
Sint Maarten,877,0.0,23.0,0.0,780.0,0.0,74.0,6.0,20374.0,534.0,6921.0,160781.0,43046.0,SXM,Sint Maarten<br>Active Cases 74<br>Total Deaths 23
Gibraltar,770,0.0,0.0,0.0,673.0,0.0,97.0,1.0,22857.0,0.0,70708.0,2098970.0,33687.0,GIB,Gibraltar<br>Active Cases 97<br>Total Deaths 0
Liechtenstein,741,0.0,3.0,0.0,481.0,0.0,257.0,15.0,19415.0,79.0,9155.0,239867.0,38167.0,LIE,Liechtenstein<br>Active Cases 257<br>Total Deaths 3
Diamond Princess,712,0.0,13.0,0.0,659.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,Diamond Princess,Diamond Princess<br>Active Cases 40<br>Total Deaths 13
Turks and Caicos,707,0.0,6.0,0.0,691.0,0.0,10.0,1.0,18175.0,154.0,5032.0,129361.0,38899.0,TCA,Turks and Caicos<br>Active Cases 10<br>Total Deaths 6
Burundi,606,0.0,1.0,0.0,511.0,0.0,94.0,0.0,50.0,0.08,49642.0,4133.0,12011621.0,BDI,Burundi<br>Active Cases 94<br>Total Deaths 1
Saint Martin,604,0.0,12.0,0.0,522.0,0.0,70.0,4.0,15529.0,309.0,6373.0,163851.0,38895.0,MAF,Saint Martin<br>Active Cases 70<br>Total Deaths 12
Papua New Guinea,597,0.0,7.0,0.0,580.0,0.0,10.0,0.0,66.0,0.8,29466.0,3272.0,9005676.0,PNG,Papua New Guinea<br>Active Cases 10<br>Total Deaths 7
Taiwan,573,0.0,7.0,0.0,523.0,0.0,43.0,0.0,24.0,0.3,103389.0,4338.0,23832002.0,TWN,Taiwan<br>Active Cases 43<br>Total Deaths 7
Comoros,557,0.0,7.0,0.0,525.0,0.0,25.0,0.0,636.0,8.0,0.0,0.0,875992.0,COM,Comoros<br>Active Cases 25<br>Total Deaths 7
Tanzania,509,0.0,21.0,0.0,183.0,0.0,305.0,7.0,8.0,0.3,0.0,0.0,60315774.0,TZA,Tanzania<br>Active Cases 305<br>Total Deaths 21
Faeroe Islands,495,0.0,0.0,0.0,492.0,0.0,3.0,0.0,10117.0,0.0,156744.0,3203564.0,48928.0,FRO,Faeroe Islands<br>Active Cases 3<br>Total Deaths 0
Eritrea,484,0.0,0.0,0.0,429.0,0.0,55.0,0.0,136.0,0.0,0.0,0.0,3563516.0,ERI,Eritrea<br>Active Cases 55<br>Total Deaths 0
Monaco,454,0.0,2.0,0.0,331.0,0.0,121.0,5.0,11540.0,51.0,51953.0,1320615.0,39340.0,MCO,Monaco<br>Active Cases 121<br>Total Deaths 2
Mauritius,453,0.0,10.0,0.0,416.0,0.0,27.0,0.0,356.0,8.0,278091.0,218537.0,1272514.0,MUS,Mauritius<br>Active Cases 27<br>Total Deaths 10
Bhutan,358,0.0,0.0,0.0,338.0,5.0,20.0,0.0,462.0,0.0,180939.0,233597.0,774577.0,BTN,Bhutan<br>Active Cases 20<br>Total Deaths 0
Isle of Man,357,0.0,24.0,0.0,326.0,0.0,7.0,0.0,4191.0,282.0,16578.0,194598.0,85191.0,IMN,Isle of Man<br>Active Cases 7<br>Total Deaths 24
Mongolia,357,1.0,0.0,0.0,314.0,0.0,43.0,1.0,108.0,0.0,93039.0,28223.0,3296625.0,MNG,Mongolia<br>Active Cases 43<br>Total Deaths 0
Cambodia,294,2.0,0.0,0.0,288.0,2.0,6.0,0.0,18.0,0.0,193223.0,11502.0,16799551.0,KHM,Cambodia<br>Active Cases 6<br>Total Deaths 0
Cayman Islands,245,0.0,1.0,0.0,233.0,0.0,11.0,1.0,3713.0,15.0,48053.0,728175.0,65991.0,CYM,Cayman Islands<br>Active Cases 11<br>Total Deaths 1
Barbados,242,0.0,7.0,0.0,228.0,0.0,7.0,0.0,842.0,24.0,38521.0,133987.0,287499.0,BRB,Barbados<br>Active Cases 7<br>Total Deaths 7
Bermuda,207,0.0,9.0,0.0,179.0,0.0,19.0,0.0,3328.0,145.0,89904.0,1445495.0,62196.0,BMU,Bermuda<br>Active Cases 19<br>Total Deaths 9
Seychelles,158,0.0,0.0,0.0,155.0,0.0,3.0,0.0,1603.0,0.0,5200.0,52759.0,98561.0,SYC,Seychelles<br>Active Cases 3<br>Total Deaths 0
Caribbean Netherlands,154,0.0,3.0,0.0,145.0,0.0,6.0,0.0,5854.0,114.0,3353.0,127452.0,26308.0,BES,Caribbean Netherlands<br>Active Cases 6<br>Total Deaths 3
Brunei ,148,0.0,3.0,0.0,144.0,0.0,1.0,0.0,337.0,7.0,69973.0,159412.0,438945.0,BRN,Brunei<br>Active Cases 1<br>Total Deaths 3
Antigua and Barbuda,130,0.0,3.0,0.0,118.0,0.0,9.0,0.0,1324.0,31.0,3725.0,37928.0,98213.0,ATG,Antigua and Barbuda<br>Active Cases 9<br>Total Deaths 3
Saint Lucia,110,0.0,0.0,0.0,32.0,0.0,78.0,0.0,598.0,0.0,12088.0,65723.0,183923.0,LCA,Saint Lucia<br>Active Cases 78<br>Total Deaths 0
St. Barth,90,0.0,0.0,0.0,77.0,0.0,13.0,0.0,9102.0,0.0,3808.0,385113.0,9888.0,BLM,St. Barth<br>Active Cases 13<br>Total Deaths 0
St. Vincent Grenadines,76,0.0,0.0,0.0,71.0,0.0,5.0,0.0,684.0,0.0,7526.0,67763.0,111064.0,VCT,St. Vincent Grenadines<br>Active Cases 5<br>Total Deaths 0
British Virgin Islands,71,0.0,1.0,0.0,70.0,0.0,0.0,0.0,2343.0,33.0,5193.0,171375.0,30302.0,VGB,British Virgin Islands<br>Active Cases 0<br>Total Deaths 1
Dominica,57,0.0,0.0,0.0,35.0,0.0,22.0,0.0,791.0,0.0,4765.0,66136.0,72049.0,DMA,Dominica<br>Active Cases 22<br>Total Deaths 0
Macao,46,0.0,0.0,0.0,46.0,0.0,0.0,0.0,71.0,0.0,4238.0,6496.0,652419.0,MAC,Macao<br>Active Cases 0<br>Total Deaths 0
Fiji,34,0.0,2.0,0.0,31.0,0.0,1.0,0.0,38.0,2.0,13413.0,14924.0,898725.0,FJI,Fiji<br>Active Cases 1<br>Total Deaths 2
Grenada,30,0.0,0.0,0.0,27.0,0.0,3.0,0.0,266.0,0.0,6252.0,55471.0,112707.0,GRD,Grenada<br>Active Cases 3<br>Total Deaths 0
Timor-Leste,30,0.0,0.0,0.0,29.0,0.0,1.0,0.0,23.0,0.0,11268.0,8490.0,1327134.0,TLS,Timor-Leste<br>Active Cases 1<br>Total Deaths 0
New Caledonia,29,0.0,0.0,0.0,28.0,0.0,1.0,0.0,101.0,0.0,15946.0,55666.0,286459.0,NCL,New Caledonia<br>Active Cases 1<br>Total Deaths 0
Vatican City,27,0.0,0.0,0.0,15.0,0.0,12.0,0.0,33666.0,0.0,0.0,0.0,802.0,VAT,Vatican City<br>Active Cases 12<br>Total Deaths 0
Laos,24,0.0,0.0,0.0,23.0,0.0,1.0,0.0,3.0,0.0,67270.0,9200.0,7312299.0,LAO,Laos<br>Active Cases 1<br>Total Deaths 0
Saint Kitts and Nevis,19,0.0,0.0,0.0,19.0,0.0,0.0,0.0,356.0,0.0,3138.0,58840.0,53331.0,KNA,Saint Kitts and Nevis<br>Active Cases 0<br>Total Deaths 0
Greenland,17,0.0,0.0,0.0,17.0,0.0,0.0,0.0,299.0,0.0,11467.0,201866.0,56805.0,GRL,Greenland<br>Active Cases 0<br>Total Deaths 0
Saint Pierre Miquelon,16,0.0,0.0,0.0,12.0,0.0,4.0,0.0,2766.0,0.0,2519.0,435512.0,5784.0,SPM,Saint Pierre Miquelon<br>Active Cases 4<br>Total Deaths 0
Montserrat,13,0.0,1.0,0.0,12.0,0.0,0.0,0.0,2604.0,200.0,483.0,96735.0,4993.0,MSR,Montserrat<br>Active Cases 0<br>Total Deaths 1
Falkland Islands,13,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3698.0,0.0,3417.0,972119.0,3515.0,FLK,Falkland Islands<br>Active Cases 0<br>Total Deaths 0
Solomon Islands,13,0.0,0.0,0.0,4.0,0.0,9.0,0.0,19.0,0.0,115.0,166.0,692672.0,SLB,Solomon Islands<br>Active Cases 9<br>Total Deaths 0
Western Sahara,10,0.0,1.0,0.0,8.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,602385.0,ESH,Western Sahara<br>Active Cases 1<br>Total Deaths 1
MS Zaandam,9,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,MS Zaandam,MS Zaandam<br>Active Cases 7<br>Total Deaths 2
Anguilla,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,199.0,0.0,1820.0,120930.0,15050.0,AIA,Anguilla<br>Active Cases 0<br>Total Deaths 0
Marshall Islands,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,59330.0,MHL,Marshall Islands<br>Active Cases 1<br>Total Deaths 0
Wallis and Futuna,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,1046.0,93660.0,11168.0,WLF,Wallis and Futuna<br>Active Cases 0<br>Total Deaths 0
China,86184,33.0,4634.0,0.0,81131.0,33.0,419.0,8.0,60.0,3.0,160000000.0,111163.0,1439323776.0,CHN,China<br>Active Cases 419<br>Total Deaths 4634
Total:,11967725,7395.0,362361.0,570.0,7823233.0,5535.0,3782131.0,21991.0,0.0,0.0,0.0,0.0,0.0,Total:,Total:<br>Active Cases 3782131<br>Total Deaths 362361
